"Reading","ReadingFurigana","ReadingKana","Occurences","ReadingFrequency","PitchPositions","Definitions"
"こいつら","こいつら","こいつら","96","1583","","these guys,these fellows"
"裁判","裁[さい]判[ばん]","さいばん","96","5156","1","trial,judgement,judgment"
"キャンプ","キャンプ","キャンプ","96","6550","1","camp,camping"
"玉","玉[たま]","たま","96","3390","0,1","ball,sphere,globe,orb,bead (of sweat, dew, etc.),drop,droplet,ball (in sports),pitch (e.g. in baseball),pile (of noodles, etc.),bullet,bulb (i.e. a light bulb),lens (of glasses, etc.),bead (of an abacus),ball (i.e. a testicle),gem,jewel (esp. spherical; sometimes used figuratively),pearl,female entertainer (e.g. a geisha),person (when commenting on their nature),character,item, funds or person used as part of a plot,egg,okonomiyaki,coin,precious,beautiful,excellent"
"ところが","ところが","ところが","96","3354","3","even so,however,still,whereupon,even though,nevertheless,on the contrary,as a matter of fact,despite"
"えー","えー","えー","96","1301","1,2,0","um,errr,well,yes,that is correct,right,huh?,grrr,gah,must I?,good"
"秋山","秋山","","96","25638","0","Akiyama"
"１億","１[いち]億[おく]","いちおく","96","8225","2","100,000,000,one hundred million"
"ロッカー","ロッカー","ロッカー","96","8306","1","locker,rocker"
"おまけに","おまけに","おまけに","96","3494","0","to make matters worse,besides,what's more,in addition,on top of that"
"荒らす","荒[あ]らす","あらす","96","6099","0","to troll (e.g. web forums),to spam,to invade,to break into,to lay waste,to devastate,to damage"
"明日香","明日香","","96","24623","","Asuka,Ashitaka"
"子供の頃","子[こ]供[ども]の頃[ころ]","こどものころ","96","3134","","(time of) one's childhood,when one was a child"
"建物","建[たて]物[もの]","たてもの","96","2248","2,3","building"
"トンネル","トンネル","トンネル","96","7436","0","tunnel,to tunnel (through a potential barrier),letting a grounder go through one's legs"
"大金","大[たい]金[きん]","たいきん","96","4615","0","large amount of money,great cost"
"お昼","お昼[ひる]","おひる","96","2434","2","daytime,waking up,getting up,rising,lunch,noon,midday"
"ちょうだい","ちょうだい","ちょうだい","95","1381","3","receiving,getting,accepting,being given,eating,drinking,having,please (give me; do for me)"
"林","林[はやし]","はやし","95","6132","0,3","wood,woods,forest,grove,copse,thicket,bunch (of something),cluster,line,collection"
"スタジオ","スタジオ","スタジオ","95","8080","0","studio"
"同級生","同[どう]級[きゅう]生[せい]","どうきゅうせい","95","3209","3","classmate"
"と思われる","と思[おも]われる","とおもわれる","95","3196","","be considered,be deemed,be thought to be"
"案内","案[あん]内[ない]","あんない","95","1730","3","acquaintance,knowledge,guidance,leading (the way),showing around,information,notice,notification,announcement (of a visitor's arrival),informing (someone) of a visitor's arrival,invitation"
"所持","所[しょ]持[じ]","しょじ","95","7920","1","possession,having (on one's person),carrying (with one)"
"検出","検[けん]出[しゅつ]","けんしゅつ","95","10250","0","detection,sense (e.g. sensor)"
"撲殺","撲[ぼく]殺[さつ]","ぼくさつ","95","29543","0","beat to death"
"天狗","天[てん]狗[ぐ]","てんぐ","95","18425","0","tengu,red-faced and long-nosed goblin said to reside deep in the mountains,bragging,conceit,braggart,boaster,conceited person"
"式","式[しき]","しき","95","2048","2,1","way,style,fashion,method,system,form,type,ceremony,rite,ritual,celebration,wedding (ceremony),equation,formula,expression,enforcement regulations (of the ritsuryō legal codes)"
"にしても","にしても","にしても","95","3321","","even,too,also,whether ... or ...,no matter (what, where, who, etc.),even if,even though,even granting (that)"
"犯行現場","犯[はん]行[こう]現[げん]場[ば]","はんこうげんば","95","21574","5","scene of the crime (offense, offence)"
"デート","デート","デート","95","1650","1","date (with someone),(social) outing (for two),date night,date (day)"
"にくい","にくい","にくい","95","1697","0","difficult to ...,hard to ..."
"梓","梓[あずさ]","あずさ","95","26670","0,1,2","catalpa medium,catalpa bow,printing block,Japanese mallotus (Mallotus japonicus),yellow catalpa (Catalpa ovata),Japanese cherry birch (Betula grossa)"
"塔","塔[とう]","とう","95","6137","1","tower,steeple,spire,stupa,pagoda,dagoba"
"大和","大和[やまと]","やまと","95","18325","1","(ancient) Japan,Yamato kingdom,state of Yamato,Yamato (former province located in present-day Nara Prefecture)"
"終わり","終[お]わり","おわり","95","506","0","end,ending,close,conclusion,end of (one's) life,death"
"お化け","お化[ば]け","おばけ","95","7522","2","ghost,apparition,goblin,monster,demon,something unusually large"
"人影","人[ひと]影[かげ]","ひとかげ","95","6275","0,3","figure of a person,figures of people,shadow of a person"
"だからって","だからって","だからって","94","1613","","even so,all the same,nevertheless,yes, but ..."
"刺さる","刺[さ]さる","ささる","94","4312","2","to stick into (of something with a sharp point),to prick,to pierce,to get stuck (in),to lodge (in),to resonate emotionally,to move"
"それに","それに","それに","94","2367","0,3","besides,in addition,also,moreover"
"打ち合わせ","打[う]ち合[あ]わせ","うちあわせ","94","3445","0","(preparatory) meeting,briefing session,(making) advance arrangements,overlap (of a coat, etc.),making something match exactly"
"せ","せ","せ","94","991","0,1","shallows,shoal,rapids,current,torrent,position,place,chance,opportunity"
"なる","なる","なる","94","392","1","to bear fruit"
"実際","実[じっ]際[さい]","じっさい","94","1069","0","reality,actuality,truth,fact,actual conditions,practice (as opposed to theory),truly,really,indeed,actually,bhutakoti (limit of reality)"
"決まり","決[き]まり","きまり","94","2323","0","rule,regulation,settlement,conclusion,end,agreement,arrangement,habit,custom,habitual way,countenance in front of another person,face,love relationship between a customer and a prostitute"
"段","段[だん]","だん","94","4184","3","step,stair,rung,(flight of) steps,shelf,layer,tier,grade,level,class,dan (degree of advanced proficiency in martial arts, go, shogi, etc.),rank,paragraph,passage,column (of print),act (in kabuki, joruri, etc.),section,scene,row of the multiplication table (e.g. five times table),stage (in a process),phase,occasion,time,moment,situation,matter,occasion,degree,extent,counter for breaks in written language or speech"
"何じゃ","何[なん]じゃ","なんじゃ","94","8866","","what"
"像","像[ぞう]","ぞう","94","4858","1","image,figure,statue,picture,portrait,figure,form,shape,appearance,image"
"念","念[ねん]","ねん","94","4297","1,0","sense,idea,thought,feeling,desire,concern,attention,care"
"成功","成[せい]功[こう]","せいこう","94","1042","0","success,achievement,succeeding (in life),(worldly) success,prosperity"
"毒殺","毒[どく]殺[さつ]","どくさつ","94","19384","0","killing by poisoning,killing with poison,poisoning (to death)"
"願う","願[ねが]う","ねがう","94","1088","2","to desire,to wish,to hope,to beg,to request,to implore,to pray,to have something done for oneself"
"館長","館[かん]長[ちょう]","かんちょう","94","27646","1,0","superintendent,director,curator,chief librarian"
"大勢","大[おお]勢[ぜい]","おおぜい","94","1879","0","crowd of people,great number of people,in great numbers"
"窓ガラス","窓[まど]ガラス","まどガラス","94","12096","3","windowpane,window glass"
"でもない","でもない","でもない","94","837","","is not ... either,is (neither ...) nor ...,nor is it ...,is not even ...,does not ... either,(neither ...) nor ...,does not even ..."
"女将","女将[おかみ]","おかみ","94","11117","0","proprietress (of a traditional Japanese inn, restaurant, or shop),landlady,hostess,mistress,female innkeeper"
"バイク","バイク","バイク","94","5255","1","motorcycle,motorbike,bike,bicycle"
"からって","からって","からって","94","1780","","just because,even if,even though"
"兄弟","兄[きょう]弟[だい]","きょうだい","93","2387","1","siblings,brothers and sisters,brothers,siblings-in-law,brothers-in-law,sisters-in-law,mate,friend"
"無理やり","無[む]理[り]やり","むりやり","93","2474","0","forcibly,by force,against one's will"
"フフフ","フフフ","フフフ","93","1187","","ha ha ha,hee hee hee"
"車内","車[しゃ]内[ない]","しゃない","93","9176","1","inside a car (train, bus, etc.)"
"謎解き","謎[なぞ]解[と]き","なぞとき","93","21941","4","solving a riddle,solving a mystery"
"棒","棒[ぼう]","ぼう","93","3590","0","pole,rod,stick,baton,line,dash,spoken monotonously"
"恥ずかしい","恥[は]ずかしい","はずかしい","93","740","4","embarrassing,embarrassed,ashamed,humiliated,shy,disgraceful,shameful"
"道具","道[どう]具[ぐ]","どうぐ","93","1883","3","tool,implement,instrument,utensil,apparatus,device,means,furniture"
"ありゃ","ありゃ","ありゃ","93","2219","1,0","oh,ah,I'll be darned,if there is"
"ー","ー","ー","93","691","0","long-vowel mark"
"両親","両[りょう]親[しん]","りょうしん","93","1523","1","parents,both parents"
"喫茶店","喫[きっ]茶[さ]店[てん]","きっさてん","93","5557","0,3","coffee shop,tearoom,coffee lounge,coffeehouse,cafe"
"脱ぐ","脱[ぬ]ぐ","ぬぐ","93","1918","1","to take off (clothes, shoes, etc.),to undress"
"テレビ局","テレビ局[きょく]","テレビきょく","93","13081","","television station"
"拭く","拭[ふ]く","ふく","93","3010","0","to wipe,to dry"
"バンド","バンド","バンド","93","6746","0,1","(frequency) band,band (material),strap,(watch) bracelet,belt (clothing),band (group of musicians)"
"やったあ","やったあ","やったあ","93","9261","3","hooray,yay,whee,yowzer,whoopee,yes"
"特定","特[とく]定[てい]","とくてい","93","2875","0","specific,particular,designated,special,specifying,designating,identifying,pinpointing"
"ら","ら","ら","92","2442","0","lightweight fabric or clothing,silk gauze,thin silk"
"野球","野[や]球[きゅう]","やきゅう","92","5027","0","baseball"
"虎","虎[とら]","とら","92","7346","0","tiger (Panthera tigris),drunkard,drunk,sot"
"沖田","沖田","","92","30144","1","Okita,Marukosu,Okida"
"ウフッ","ウフッ","ウフッ","92","6061","","chuckle,chuckling"
"派手","派[は]手[で]","はで","92","1840","2","showy,loud,flashy,gaudy"
"深い","深[ふか]い","ふかい","92","845","2","deep,profound,dense,thick,close (relationship),intense,strong,late"
"かもしれません","かもしれません","かもしれません","92","1129","","may,might,perhaps,may be,possibly"
"こら","こら","こら","92","953","1","hey!,hey!"
"ネタ","ネタ","ネタ","92","2923","0","(magician's) trick,secret,proof,evidence,material (for a story, article, etc.),information,news item,(Internet) meme,ingredients (esp. for sushi),joke,jest,(comedy) routine,made-up story,material"
"目立つ","目[め]立[だ]つ","めだつ","92","1674","2","to be conspicuous,to stand out"
"ゾンビ","ゾンビ","ゾンビ","92","7639","1","zombie"
"通路","通[つう]路[ろ]","つうろ","92","5013","1","passage,pathway,roadway,avenue,aisle"
"ガレージ","ガレージ","ガレージ","92","26469","2,1","garage"
"地下","地[ち]下[か]","ちか","92","2558","1,2","underground,below the ground,world of the dead,the grave,underground (activities, movement, etc.),secret,illegal,in hiding"
"転がる","転[ころ]がる","ころがる","92","3621","0","to roll,to tumble,to fall over,to roll over,to lie down,to be scattered about,to be lying around,(of a situation or outcome) to change,to turn out,to come easily,to be common,to fall into one's hands,to grow on trees"
"必死","必[ひっ]死[し]","ひっし","91","938","0","frantic,frenetic,desperate,inevitable death,brinkmate (inevitable checkmate)"
"煙","煙[けむり]","けむり","91","3516","0","smoke,fumes"
"んち","んち","んち","91","3245","2","'s house,'s home"
"超える","超[こ]える","こえる","91","1183","0","to cross over,to cross,to pass through,to pass over (out of),to go beyond,to go past,to exceed,to surpass,to be more (than)"
"ほ","ほ","ほ","91","5477","0","step,stride,counter for steps"
"その後","その後[あと]","そのあと","91","1297","0","after that,afterwards,thereafter"
"めし","めし","めし","91","3641","1","cooked rice,meal,food,one's living,livelihood"
"現在","現[げん]在[ざい]","げんざい","91","1085","1","the present,present time,now,as of,present tense,this world,this life,to actually exist,to exist right now,to exist right in front of one"
"正直","正[しょう]直[じき]","しょうじき","91","688","3,4","honest,frank,candid,straightforward,honestly,frankly"
"紅茶","紅[こう]茶[ちゃ]","こうちゃ","91","4641","0","black tea"
"ひで","ひで","ひで","91","38151","","Hide"
"新","新[しん]","しん","91","9001","1","new,neo-,newness,novelty,Gregorian calendar,Xin dynasty (of China; 9-23 CE),Hsin dynasty"
"無実","無[む]実[じつ]","むじつ","91","7275","1","innocence,guiltlessness,false accusation,false charge,absence of the fact,insubstantiality,lacking substance,insincerity,dishonesty"
"応援","応[おう]援[えん]","おうえん","91","1151","0","cheering,rooting (for),support,aid,assistance,help,support,reinforcement"
"絞る","絞[しぼ]る","しぼる","91","3566","2","to wring (towel, rag),to squeeze,to squeeze (fruit to extract juice),to press,to extract,to milk,to express milk,to rack (one's brains),to strain (one's voice),to extort,to exploit,to chew out,to reprimand severely,to rake over the coals,to give a sound scolding,to tell someone off,to scold,to rebuke,to drill into,to train,to narrow down (one's focus),to whittle down,to gather up (curtain, etc.),to tighten (drawstring),to stop down (lens),to turn down (e.g. radio),to bend (bow),to draw,to hold down,to constrict,to immobilize"
"栄子","栄子","","91","58014","1","Emasu,Takako,Shigeko,Sakaeko,Yonja,Yoshiko,Hideko,Haruko"
"コード","コード","コード","91","5829","1","code,regulation,rules,code,program,code,symbol set"
"処分","処[しょ]分[ぶん]","しょぶん","91","2770","1","disposal,throwing away,selling off,dealing with (a problem),measure,punishment,penalty,putting down (e.g. diseased animal)"
"同士","同[どう]士[し]","どうし","91","997","1","fellow,mutual,companion,comrade"
"軽い","軽[かる]い","かるい","91","1006","0","light (i.e. not heavy),feeling light (i.e. offering little resistance, moving easily),light (i.e. of foot),effortless,nimble,agile,non-serious,minor,unimportant,trivial,slight,small,gentle,soft,easy,lighthearted (e.g. joke),easy,simple,indiscriminate"
"距離","距[きょ]離[り]","きょり","91","1208","1","distance,range,interval,difference (e.g. in opinion),gap,distance,metric"
"引き出し","引[ひ]き出[だ]し","ひきだし","91","6694","0","drawer,withdrawal (of money from an account),variety of knowledge and experience useful for handling things impromptu"
"絶対に","絶[ぜっ]対[たい]に","ぜったいに","90","964","","absolutely,definitely,unconditionally"
"ポアロ","ポアロ","ポアロ","90","89701","","Poirot"
"浮く","浮[う]く","うく","90","2610","0","to float,to become merry,to be cheerful,to become loose,to become unsteady,to feel out of it,to be cut off (e.g. from those around you),to feel out of place,to be frivolous,to be uncertain,to have (time, money, etc.) left over,to be saved (e.g. money),to have no basis,to be unreliable"
"絞める","絞[し]める","しめる","90","7810","2","to strangle,to constrict"
"トリ","トリ","トリ","90","18588","0","bird,bird meat (esp. chicken meat),fowl,poultry"
"工事","工[こう]事[じ]","こうじ","90","6088","1","construction work"
"そちら","そちら","そちら","90","1252","3","that way,that direction,there,that (one),you,your family,your company,that person"
"従業員","従[じゅう]業[ぎょう]員[いん]","じゅうぎょういん","90","5651","3","employee,worker"
"操作","操[そう]作[さ]","そうさ","90","3073","1","operation,management,handling,manipulating (to one's benefit),manipulation,influencing"
"テニス","テニス","テニス","90","13242","1","tennis"
"ライト","ライト","ライト","90","4562","1","light,light (colour, food, comedy, etc.)"
"足元","足[あし]元[もと]","あしもと","90","2701","3","at one's feet,underfoot,one's step (as in ""watch your step""),gait,pace,step,most recent,current"
"以来","以[い]来[らい]","いらい","90","1407","1","since,henceforth"
"煌","煌[あきら]","あきら","90","36272","","Akira,Koo"
"あいえ","あいえ","あいえ","90","8318","0","ukiyo-e print produced with various shades of indigo (and sometimes small amounts of vermilion or yellow)"
"溺死","溺[でき]死[し]","できし","90","22687","0","death by drowning"
"ありがと","ありがと","ありがと","90","879","2","thank you,thanks"
"ゴミ箱","ゴミ箱[ばこ]","ゴミばこ","90","8759","3,0","trash can,garbage can,rubbish bin,dustbin"
"お茶","お茶[ちゃ]","おちゃ","90","1138","0","tea (esp. green or barley),tea break (at work),tea ceremony"
"２本","２[に]本[ほん]","にほん","90","5165","1","two (long cylindrical things)"
"さんと","さんと","さんと","89","2171","1","three large cities (esp. Edo, Kyoto, and Osaka during the Edo period)"
"お礼","お礼[れい]","おれい","89","1031","0","thanks,gratitude,manners,etiquette,bow,reward,gift,ceremony,ritual"
"本棚","本[ほん]棚[だな]","ほんだな","89","7960","1","bookshelves,bookshelf,bookcase"
"魔物","魔[ま]物[もの]","まもの","89","6648","0","demon,devil,evil spirit,monster,goblin,apparition"
"両手","両[りょう]手[て]","りょうて","89","2738","0","ten,both hands,both arms"
"的","的[てき]","てき","89","643","0","-ical,-ive,-al,-ic,-y,-like,-ish,-sort of,-kind of,(something) like,along the lines of,-wise,in terms of,for,from the viewpoint of,from a ... standpoint,as far as ... is concerned,Mr.,Ms.,Mrs."
"泥","泥[どろ]","どろ","89","4106","2","mud,(wet) dirt,thief,Android (mobile operating system)"
"明らか","明[あき]らか","あきらか","89","1482","2","clear,obvious,evident,plain,definite,bright,light"
"スリッパ","スリッパ","スリッパ","89","17179","1,2","slipper,slippers"
"あのね","あのね","あのね","89","1243","3","look here,I say,well,I know what,I'll tell you what,just a minute,hold on"
"なぜなら","なぜなら","なぜなら","89","2965","1","because,the reason is,if you want to know why"
"引っ越す","引[ひ]っ越[こ]す","ひっこす","89","2981","3","to move (house),to change residence"
"山村","山[さん]村[そん]","さんそん","89","28620","0","mountain village"
"固定","固[こ]定[てい]","こてい","89","4848","0","fixing (in place),being fixed (in place),securing,anchoring,fastening down,fixing (e.g. salary, capital),keeping the same,fixation (histology),user name (on an online forum like 2ch where the majority of users post anonymously),user of an online handle (instead of posting anonymously)"
"持ち出す","持[も]ち出[だ]す","もちだす","89","3660","3,0","to take out,to carry out,to bring out from where it belongs,to mention something,to broach a topic,to bring up (a subject),to raise (an issue),to mention"
"さらう","さらう","さらう","88","3947","0","to sweep away,to wash away,to dredge"
"登る","登[のぼ]る","のぼる","88","3090","0","to ascend,to go up,to climb,to ascend (as a natural process, e.g. the Sun),to rise,to go to (the capital),to be promoted,to add up to,to advance (in price),to swim up (a river),to sail up,to come up (on the agenda)"
"下手","下手[へた]","へた","88","1542","0","unskillful,poor,awkward,imprudent,untactful"
"自由","自[じ]由[ゆう]","じゆう","88","870","2","freedom,liberty"
"縄","縄[なわ]","なわ","88","7032","2","rope,cord,policeman's rope"
"過ぎる","過[す]ぎる","すぎる","88","665","2","to pass (of time),to elapse,to pass through,to pass by,to go beyond,to have expired,to have ended,to be over,to exceed,to surpass,to be above,to be no more than ...,to be excessive,to be too much,to be too ..."
"ゼロ","ゼロ","ゼロ","88","1932","1","zero,0,nought,nil,nothing,zilch"
"端","端[はし]","はし","88","3899","1","end (e.g. of street),tip,point,edge,margin,beginning,start,first,odds and ends,scrap,odd bit,least"
"さんだ","さんだ","さんだ","88","2858","","sanda,sanshou,Chinese boxing,Chinese kickboxing"
"悲しい","悲[かな]しい","かなしい","88","1081","0,3","sad,miserable,unhappy,sorrowful,sad,lamentable,deplorable,grievous"
"動物","動[どう]物[ぶつ]","どうぶつ","88","2203","0","animal"
"にゃ","にゃ","にゃ","88","1766","","if not ...,unless ...,have to (do),to,for,on,in,at"
"なぁ","なぁ","なぁ","88","918","1","don't,do,hey,listen,look,say,now, ...,well, ...,I tell you!,you know,wow,ooh,right?,isn't it?,doesn't it?,don't you?,don't you think?"
"彼氏","彼[かれ]氏[し]","かれし","88","1910","1","boyfriend,he,him"
"藤","藤[ふじ]","ふじ","88","13071","0","wisteria (esp. Japanese wisteria, Wisteria floribunda),wistaria"
"あんな","あんな","あんな","88","23347","0","Anna era (968.8.13-970.3.25),Anwa era"
"大滝","大滝","","88","52602","0","Ootaki,Oodaki,Otaki"
"嫌い","嫌[きら]い","きらい","88","662","0","disliked,hated,disagreeable,tendency,smack (of),touch (of),distinction,discrimination"
"そうすれば","そうすれば","そうすれば","88","1791","","if so,in that case,in that situation"
"こんにちは","こんにちは","こんにちは","88","895","4","hello,good day,good afternoon"
"犯す","犯[おか]す","おかす","88","2373","2,0","to commit (e.g. crime),to perpetrate,to make (e.g. mistake),to break (e.g. rule),to violate,to transgress,to contravene,to rape,to violate,to ravish,to deflower"
"浮気","浮[うわ]気[き]","うわき","87","3331","0","extramarital sex,affair,fooling around,infidelity,wantonness,unfaithfulness,inconstancy,fickleness,caprice"
"時代","時[じ]代[だい]","じだい","87","903","0","antique,period piece,oldness,ancientness,antiquity,the times,those days,period,epoch,era,age"
"待機","待[たい]機[き]","たいき","87","3173","0,1","standing by,awaiting an opportunity,being on alert,quarantine"
"ぶつける","ぶつける","ぶつける","87","2150","4,0","to hit (e.g. one's head),to strike,to knock,to run (into),to crash (into),to throw (at),to fling (at),to hurl (at),to vent (e.g. one's anger),to express (one's feelings),to throw (a question at someone),to pit (someone) against,to set against,to match against,to put up against"
"謝る","謝[あやま]る","あやまる","87","726","3","to apologize,to apologise,to refuse,to decline,to be unable to bear,to be defeated (by),to be at a loss"
"楽しむ","楽[たの]しむ","たのしむ","87","762","3","to enjoy,to take pleasure in,to have a good time,to have fun,to amuse oneself,to look forward to"
"運命","運[うん]命[めい]","うんめい","87","1140","1","fate,destiny,lot"
"警察官","警[けい]察[さつ]官[かん]","けいさつかん","87","5960","4,3","police officer,policeman,policewoman"
"負う","負[お]う","おう","87","2307","2","to carry on one's back,to bear,to shoulder,to take (responsibility),to assume,to accept,to bear (the blame, costs, etc.),to have (a duty, obligation, etc.),to become responsible for,to be burdened with (work, debt, etc.),to suffer (an injury),to sustain (a wound),to receive,to incur (a loss, damage, etc.),to owe (a debt of gratitude to),to be indebted to,to have (something) behind one,to be backed by"
"もめる","もめる","もめる","87","4073","0","to disagree,to dispute,to fight (over)"
"二人","二人[ふたり]","ふたり","87","808","3,0","two persons,two people,pair,couple"
"恵","恵[え]","え","87","15254","1","prajñā (one of the three divisions of the noble eightfold path),wisdom,wisdom,enlightenment"
"悪魔","悪[あく]魔[ま]","あくま","87","2306","1","Māra,evil spirits or forces that hinder one's path to enlightenment,Satan,the Devil,devil,demon,fiend"
"先月","先[せん]月[げつ]","せんげつ","87","4624","1","last month"
"タイプ","タイプ","タイプ","87","1188","1","typewriter,typing (on a typewriter),type,kind,sort,style,type (of person),(ideal) type,one's type"
"南","南[みなみ]","みなみ","87","2883","0","south"
"愛","愛[あい]","あい","87","1027","1","love,affection,care,attachment,craving,desire,agape,Ireland"
"ごちそう","ごちそう","ごちそう","87","1732","0","treat (esp. food and drink),entertainment,treating someone (to a meal),taking someone to dinner,gorgeous dinner,feast,excellent food,special dish,delicacy"
"血液","血[けつ]液[えき]","けつえき","87","5315","2","blood"
"チーム","チーム","チーム","86","1921","1","team"
"紹介","紹[しょう]介[かい]","しょうかい","86","1024","0","introduction,presentation,referral,showcase (of a product)"
"痕","痕[こん]","こん","86","13060","1","scar (e.g. from operation, injection),trace,mark (e.g. skid marks)"
"ロッジ","ロッジ","ロッジ","86","42493","1","lodge"
"ご","ご","ご","86","3577","1","five,5"
"恐れる","恐[おそ]れる","おそれる","86","1641","3","to fear,to be afraid of"
"輪","輪[わ]","わ","86","4995","1","ring,circle,loop,hoop,wheel,circle (e.g. of friends),planetary ring"
"２日","２日","","86","2966","0","2nd day of the month,two days"
"なめる","なめる","なめる","86","1466","2","to lick,to lap,to suck,to taste,to experience (esp. a hardship),to underestimate,to make light of,to look down on (someone),to make a fool of,to treat with contempt,to disparage,to lick (at; of flames),to burn"
"さっぱり","さっぱり","さっぱり","86","1954","3","nothing at all,completely useless,hopeless,awful,not in the least (with neg. verb),not at all,completely,entirely,frank,open-hearted,plain,simple,light,neat,tidy,clean,feeling refreshed,feeling relieved"
"腰","腰[こし]","こし","86","1520","0","lower back,waist,hips,lumbar region,body (of hair, noodle, paper, etc.),resilience,spring"
"慣れる","慣[な]れる","なれる","86","868","2","to get used to,to grow accustomed to,to become familiar with,to become skilled in,to become experienced at,to become tame,to become domesticated,to get used to doing"
"屋根","屋[や]根[ね]","やね","86","3914","1","roof"
"ひく","ひく","ひく","86","2811","0","to run over (with a vehicle),to knock down"
"何でもない","何[なん]でもない","なんでもない","86","1824","5","nothing of the sort,not at all,easy,trifling,harmless,of no concern,nothing"
"交通事故","交[こう]通[つう]事[じ]故[こ]","こうつうじこ","86","7864","5","traffic accident"
"剥がす","剥[は]がす","はがす","86","8892","2","to tear off,to peel off,to rip off,to strip off,to skin,to flay,to disrobe,to deprive of,to detach,to disconnect"
"逃げ出す","逃[に]げ出[だ]す","にげだす","86","1986","3,0","to run away,to flee,to make off,to take to one's heels,to escape,to start to run away"
"お父様","お父[とう]様[さま]","おとうさま","85","3551","2","father"
"不気味","不[ぶ]気[き]味[み]","ぶきみ","85","4139","0,1,2","weird,eerie,ominous,creepy,uncanny,unearthly"
"追跡","追[つい]跡[せき]","ついせき","85","5489","0","chase,pursuit,tracking,stalking,following up,tracing"
"決定的","決[けっ]定[てい]的[てき]","けっていてき","85","4559","0","definite,final,decisive,conclusive"
"向く","向[む]く","むく","85","942","0","to turn toward,to look (up, down, etc.),to face (e.g. east) (of a building, window, etc.),to look out on,to front (on),to point (of an arrow, compass needle, etc.),to be suited to,to be fit for,to go towards,to turn to (of one's interests, feelings, etc.),to be inclined (to do)"
"第２","第[だい]２[に]","だいに","85","2582","1,0","second"
"弾","弾[たま]","たま","85","2831","0,1","ball,sphere,globe,orb,bead (of sweat, dew, etc.),drop,droplet,ball (in sports),pitch (e.g. in baseball),pile (of noodles, etc.),bullet,bulb (i.e. a light bulb),lens (of glasses, etc.),bead (of an abacus),ball (i.e. a testicle),gem,jewel (esp. spherical; sometimes used figuratively),pearl,female entertainer (e.g. a geisha),person (when commenting on their nature),character,item, funds or person used as part of a plot,egg,okonomiyaki,coin,precious,beautiful,excellent"
"確実","確[かく]実[じつ]","かくじつ","85","1307","0","certain,sure,definite,reliable,sound,solid,safe,secure"
"評判","評[ひょう]判[ばん]","ひょうばん","85","2587","0","reputation,(public) estimation,popularity,rumour,rumor,talk (e.g. of the town),fame,notoriety"
"と思ったら","と思[おも]ったら","とおもったら","85","1679","","no sooner than,as soon as,immediately after,at the thought of,when I think about"
"注意","注[ちゅう]意[い]","ちゅうい","85","1548","1","attention,notice,heed,care,caution,precaution,looking out (for),watching out (for),advice,warning,caution,reminder,admonishment,reprimand,telling-off"
"ビビる","ビビる","ビビる","85","2486","2","to feel nervous,to feel afraid,to feel self-conscious,to lose one's nerve,to get cold feet,to get the jitters,to be startled,to be surprised,to be shocked,to feel frightened,to be spooked,to be shy,to be bashful"
"大声","大[おお]声[ごえ]","おおごえ","85","3070","3","loud voice"
"幸せ","幸[しあわ]せ","しあわせ","85","496","0","happiness,good fortune,luck,blessing"
"包帯","包[ほう]帯[たい]","ほうたい","85","7534","0","bandage,dressing"
"飲み物","飲[の]み物[もの]","のみもの","85","2928","2,3","drink,beverage"
"存在","存[そん]在[ざい]","そんざい","85","593","0","existence,being,presence"
"巽","巽[そん]","そん","84","43167","0","xun (one of the trigrams of the I Ching: wind, southeast)"
"機会","機[き]会[かい]","きかい","84","1199","2","chance,opportunity,occasion"
"捜し","捜し","し","84","6756","0","looking for something,searching for something,object being sought"
"ダー","ダー","ダー","84","1368","1","darling"
"重い","重[おも]い","おもい","84","940","0","heavy,weighty,heavy (feeling),depressed,gloomy,blue,uneasy,slow,sluggish,lumbering,ponderous,clumsy,important (position, responsibility, etc.),serious,grave,serious (punishment, illness, etc.),severe,critical,solid,established,dignified,sensible"
"警備員","警[けい]備[び]員[いん]","けいびいん","84","7438","","guard,security guard,security officer"
"目指す","目[め]指[ざ]す","めざす","84","1030","2","to aim at (for, to do, to become),to try for,to have an eye on,to go toward,to head for"
"文句","文[もん]句[く]","もんく","84","1203","1","complaint,grumbling,objection,phrase,words,expression"
"仲良く","仲[なか]良[よ]く","なかよく","84","1549","1","on good terms (with),on friendly terms (with),(getting along) well,in harmony,happily,peacefully"
"車両","車[しゃ]両[りょう]","しゃりょう","84","7454","0","rolling stock,railroad cars,wheeled vehicles"
"通り","通[とお]り","とおり","84","1460","3","street,road,avenue,thoroughfare,traffic,coming and going,flow (of water, air, etc.),passage,running,transmission (of sound),reach (of voice),reputation,favor,favour,popularity,understanding,comprehension,comprehensibility,clarity,the same way (as),as (follows, stated, expected, etc.),counter for sets of things,counter for methods, ways, kinds, etc."
"プロデューサー","プロデューサー","プロデューサー","83","11293","3","producer (film, TV, etc.)"
"たどり着く","たどり着[つ]く","たどりつく","83","3459","4,2","to (finally) arrive at,to reach (at last),to (manage to) get to,to find one's way to"
"ぶり","ぶり","ぶり","83","983","2,0","way,manner,style,(for) the first time in (e.g. ten years),after ...,...-sized,amount (equivalent to ...),tune,tone"
"三","三[さん]","さん","83","915","0","three,3"
